ID_PGROUP,NAME,YEAR1,YEAR2,COURSE_NUM,WEEK_NUM1,WEEK_NUM2,ID_PGROUPPERIOD
109,ЭЛ2,2021,2024,1,1,2,611
109,ЭЛ2,2021,2024,2,1,2,668
109,ЭЛ2,2021,2024,3,1,2,708
110,ИС,2022,2025,1,1,17,619
110,ИС,2022,2025,1,20,41,620
110,ИС,2022,2025,2,1,15,621
110,ИС,2022,2025,2,23,42,622
110,ИС,2022,2025,3,1,17,623
110,ИС,2022,2025,3,23,38,624
110,ИС,2022,2025,4,1,20,625
112,МО,2022,2024,1,1,17,661
112,МО,2022,2024,1,20,36,673
112,МО,2022,2024,2,1,10,705
112,МО,2022,2024,2,22,38,706
113,ЭМ,2022,2024,1,1,17,662
113,ЭМ,2022,2024,1,20,38,672
113,ЭМ,2022,2024,2,1,14,707
114,ТО,2022,2025,1,1,17,647
114,ТО,2022,2025,1,20,41,648
114,ТО,2022,2025,2,1,17,649
114,ТО,2022,2025,2,23,38,650
114,ТО,2022,2025,3,1,16,652
114,ТО,2022,2025,3,23,38,653
114,ТО,2022,2025,4,1,21,651
115,СП,2022,2025,1,1,17,626
115,СП,2022,2025,1,20,41,627
115,СП,2022,2025,2,1,11,628
115,СП,2022,2025,2,23,38,629
115,СП,2022,2025,3,1,16,631
115,СП,2022,2025,3,23,38,632
115,СП,2022,2025,4,1,21,630
116,ТМ,2022,2025,1,1,17,640
116,ТМ,2022,2025,1,20,41,641
116,ТМ,2022,2025,2,1,16,642
116,ТМ,2022,2025,2,23,37,643
116,ТМ,2022,2025,3,1,16,645
116,ТМ,2022,2025,3,23,38,646
116,ТМ,2022,2025,4,1,21,644
117,ЭЛ,2022,2025,1,1,17,654
117,ЭЛ,2022,2025,1,20,41,655
117,ЭЛ,2022,2025,2,1,17,656
117,ЭЛ,2022,2025,2,23,38,657
117,ЭЛ,2022,2025,3,1,16,659
117,ЭЛ,2022,2025,3,23,38,660
117,ЭЛ,2022,2025,4,1,21,658
119,СП2,2022,2025,1,1,2,667
119,СП2,2022,2025,2,1,2,713
120,СПП,2022,2025,1,1,17,633
120,СПП,2022,2025,1,20,41,634
120,СПП,2022,2025,2,1,15,635
120,СПП,2022,2025,2,23,38,636
120,СПП,2022,2025,3,1,16,638
120,СПП,2022,2025,3,23,38,639
120,СПП,2022,2025,4,1,21,637
121,БУ2,2022,2024,1,1,2,671
121,БУ2,2022,2024,2,1,2,709
122,ИС,2023,2026,1,1,17,681
122,ИС,2023,2026,1,20,43,682
123,НС,2023,2025,1,1,17,704
124,ОС,2023,2024,1,1,17,703
125,ПК,2023,2026,1,1,17,687
125,ПК,2023,2026,1,20,43,688
126,СВ,2023,2024,1,1,17,701
127,СП,2023,2026,1,1,17,695
127,СП,2023,2026,1,20,43,696
128,ТМ,2023,2026,1,1,17,699
128,ТМ,2023,2026,1,20,43,700
129,ТО,2023,2026,1,1,17,683
129,ТО,2023,2026,1,20,43,684
130,ЭЛ,2023,2026,1,1,17,691
130,ЭЛ,2023,2026,1,20,43,692
131,ЭЛ2,2023,2026,1,1,2,710
132,БУ2,2023,2025,1,1,2,711
